plot_id,season,site_id,site_name,region,variety,treatment,replicate,rainfall_mm,growing_degree_days,disease_pressure_index,stand_count_per_m2,lodging_pct,yield_t_ha
P01386,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,443.6,2442.0,29.1,7.93,3.4,9.82
P01387,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,443.6,2442.0,29.6,8.21,3.1,9.2
P01388,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,443.6,2442.0,28.9,8.13,2.7,8.23
P01389,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,443.6,2442.0,14.3,7.2,4.1,9.22
P01390,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,443.6,2442.0,14.1,7.49,4.3,8.91
P01391,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,443.6,2442.0,13.2,7.96,2.5,9.58
P01392,2024,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,443.6,2442.0,12.9,8.51,4.5,9.83
P01393,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,443.6,2442.0,56.7,8.0,5.6,9.97
P01394,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,443.6,2442.0,66.5,8.14,3.6,9.81
P01395,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,443.6,2442.0,58.3,8.41,3.0,9.74
P01396,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,443.6,2442.0,71.4,7.75,10.6,9.46
P01397,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,443.6,2442.0,26.5,7.1,3.1,9.93
P01398,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,443.6,2442.0,25.2,7.57,4.3,10.15
P01399,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,443.6,2442.0,32.2,7.84,4.7,9.7
P01400,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,443.6,2442.0,28.6,7.97,4.3,9.95
P01401,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,443.6,2442.0,13.6,7.38,3.1,9.94
P01402,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,443.6,2442.0,11.4,7.42,3.9,10.16
P01403,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,443.6,2442.0,10.5,8.58,3.9,9.8
P01404,2024,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,443.6,2442.0,12.7,7.58,5.2,10.54
P01405,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,443.6,2442.0,60.2,8.4,13.7,8.26
P01406,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,443.6,2442.0,54.4,7.58,3.9,7.73
P01407,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,443.6,2442.0,60.3,7.83,3.2,7.77
P01408,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,443.6,2442.0,55.4,7.76,3.7,7.3
P01409,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,443.6,2442.0,31.2,7.95,3.5,8.58
P01410,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,443.6,2442.0,30.7,7.2,3.7,7.89
P01411,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,443.6,2442.0,23.8,7.49,3.1,7.94
P01412,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,4,443.6,2442.0,26.7,7.24,7.3,8.52
P01413,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,1,443.6,2442.0,12.0,7.84,5.2,9.22
P01414,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,2,443.6,2442.0,15.6,7.65,2.0,8.99
P01415,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,3,443.6,2442.0,14.0,8.09,3.4,8.22
P01416,2024,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,4,443.6,2442.0,11.6,7.61,7.9,8.74
P01417,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,1,443.6,2442.0,74.8,7.49,5.6,9.06
P01418,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,2,443.6,2442.0,71.7,8.1,8.8,8.73
P01419,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,3,443.6,2442.0,75.1,8.53,3.9,8.56
P01420,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,4,443.6,2442.0,73.6,7.67,12.0,9.45
P01421,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,1,443.6,2442.0,31.0,7.31,3.7,8.95
P01422,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,2,443.6,2442.0,30.4,6.97,4.8,9.3
P01423,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,3,443.6,2442.0,27.6,7.52,4.4,9.27
P01424,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,4,443.6,2442.0,30.4,8.05,2.9,8.61
P01425,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,1,443.6,2442.0,12.6,7.4,2.3,9.68
P01426,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,2,443.6,2442.0,14.4,7.53,6.0,10.28
P01427,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,3,443.6,2442.0,13.9,7.79,1.6,10.13
P01428,2024,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,4,443.6,2442.0,15.0,8.16,1.6,9.81
P01429,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,1,443.6,2442.0,57.9,7.27,3.4,9.55
P01430,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,2,443.6,2442.0,63.4,7.56,4.8,8.85
P01431,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,3,443.6,2442.0,54.0,7.79,9.2,9.73
P01432,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,4,443.6,2442.0,70.7,7.87,6.0,8.55
P01433,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,1,443.6,2442.0,26.6,7.23,2.1,10.69
P01434,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,2,443.6,2442.0,32.1,8.26,5.4,10.01
P01435,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,3,443.6,2442.0,29.3,8.13,4.8,9.49
P01436,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,4,443.6,2442.0,28.9,7.96,2.6,10.56
P01437,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,1,443.6,2442.0,13.8,7.99,2.4,10.25
P01438,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,2,443.6,2442.0,11.5,7.77,0.8,10.48
P01439,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,3,443.6,2442.0,14.7,7.26,2.0,10.29
P01440,2024,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,4,443.6,2442.0,12.7,8.05,6.0,11.0
P01441,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,1,454.3,2435.0,30.5,7.69,3.5,9.73
P01442,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,2,454.3,2435.0,34.0,7.94,3.9,10.37
P01443,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,3,454.3,2435.0,28.9,7.69,3.3,10.01
P01444,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,4,454.3,2435.0,30.0,7.98,10.4,8.79
P01445,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,1,454.3,2435.0,14.1,7.7,1.7,10.48
P01446,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,2,454.3,2435.0,13.5,8.04,2.0,9.83
P01447,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,3,454.3,2435.0,14.9,7.95,6.1,9.84
P01448,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,4,454.3,2435.0,15.0,7.41,2.3,9.21
P01449,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,1,454.3,2435.0,6.7,8.05,2.6,10.7
P01450,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,2,454.3,2435.0,5.9,7.85,3.0,9.86
P01451,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,3,454.3,2435.0,6.9,7.87,3.3,10.61
P01452,2025,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,4,454.3,2435.0,6.4,7.58,1.3,9.73
P01453,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,1,454.3,2435.0,34.6,8.04,4.3,10.73
P01454,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,2,454.3,2435.0,31.3,7.41,3.1,10.37
P01455,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,3,454.3,2435.0,24.7,7.81,3.8,10.53
P01456,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,4,454.3,2435.0,32.8,7.3,4.7,10.8
P01457,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,1,454.3,2435.0,14.5,7.57,0.8,11.05
P01458,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,2,454.3,2435.0,15.0,7.98,7.9,11.64
P01459,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,3,454.3,2435.0,15.5,8.28,4.3,10.9
P01460,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,4,454.3,2435.0,16.0,7.56,3.8,12.02
P01461,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,1,454.3,2435.0,6.1,7.19,2.1,10.7
P01462,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,2,454.3,2435.0,6.6,7.43,1.3,10.92
P01463,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,3,454.3,2435.0,6.1,8.02,0.4,10.46
P01464,2025,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,4,454.3,2435.0,6.8,7.74,3.7,10.99
P01465,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,1,454.3,2435.0,27.5,8.33,3.4,8.46
P01466,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,2,454.3,2435.0,32.0,7.91,6.9,8.65
P01467,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,3,454.3,2435.0,27.8,8.55,4.5,8.75
P01468,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,4,454.3,2435.0,29.6,7.71,4.7,9.36
P01469,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,1,454.3,2435.0,14.3,7.48,3.4,9.39
P01470,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,2,454.3,2435.0,14.1,7.32,5.9,9.64
P01471,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,3,454.3,2435.0,13.3,7.73,1.3,8.99
P01472,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,4,454.3,2435.0,13.3,7.72,2.3,9.4
P01473,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,1,454.3,2435.0,6.4,8.18,4.3,9.89
P01474,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,2,454.3,2435.0,7.0,8.38,2.1,10.31
P01475,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,3,454.3,2435.0,6.9,7.64,1.7,10.09
P01476,2025,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,4,454.3,2435.0,6.6,7.68,3.4,8.78
P01477,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,1,454.3,2435.0,29.9,7.91,2.1,11.05
P01478,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,2,454.3,2435.0,35.1,7.5,7.7,10.66
P01479,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,3,454.3,2435.0,26.4,7.31,7.1,10.39
P01480,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,4,454.3,2435.0,32.3,7.99,3.4,10.38
P01481,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Alpha,1,454.3,2435.0,13.0,7.6,4.5,11.64
P01482,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Alpha,2,454.3,2435.0,15.9,7.6,2.0,10.3
P01483,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Alpha,3,454.3,2435.0,14.7,7.86,1.3,10.34
P01484,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Alpha,4,454.3,2435.0,14.5,7.81,2.2,11.05
P01485,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Bravo,1,454.3,2435.0,5.5,7.82,5.3,10.85
P01486,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Bravo,2,454.3,2435.0,6.8,7.96,3.6,10.98
P01487,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Bravo,3,454.3,2435.0,7.3,8.19,7.1,9.39
P01488,2025,S01,North Ridge Station,Northern Plains,CL-Delta 12,Programme Bravo,4,454.3,2435.0,5.8,7.53,4.0,11.13
P01489,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Untreated Check,1,454.3,2435.0,33.5,7.74,2.5,10.91
P01490,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Untreated Check,2,454.3,2435.0,31.1,7.69,3.2,10.15
P01491,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Untreated Check,3,454.3,2435.0,36.3,7.85,3.2,10.47
P01492,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Untreated Check,4,454.3,2435.0,29.4,7.75,2.5,10.52
P01493,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Alpha,1,454.3,2435.0,13.3,7.89,5.6,10.38
P01494,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Alpha,2,454.3,2435.0,13.7,7.56,1.8,9.87
P01495,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Alpha,3,454.3,2435.0,14.3,6.87,2.6,11.05
P01496,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Alpha,4,454.3,2435.0,12.6,7.79,2.2,10.79
P01497,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Bravo,1,454.3,2435.0,7.0,7.61,1.6,11.23
P01498,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Bravo,2,454.3,2435.0,6.5,7.65,1.4,10.67
P01499,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Bravo,3,454.3,2435.0,6.0,8.19,1.9,10.85
P01500,2025,S01,North Ridge Station,Northern Plains,CL-Ember 33,Programme Bravo,4,454.3,2435.0,5.7,7.61,2.6,12.26
P01501,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Untreated Check,1,419.6,2487.0,38.3,7.59,4.0,8.85
P01502,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Untreated Check,2,419.6,2487.0,47.0,8.14,6.0,8.7
P01503,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Untreated Check,3,419.6,2487.0,48.6,7.51,2.7,8.9
P01504,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Untreated Check,4,419.6,2487.0,40.6,8.18,2.9,7.95
P01505,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Alpha,1,419.6,2487.0,18.9,8.05,5.7,8.99
P01506,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Alpha,2,419.6,2487.0,22.9,6.89,3.3,8.87
P01507,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Alpha,3,419.6,2487.0,24.8,7.98,9.7,8.6
P01508,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Alpha,4,419.6,2487.0,17.3,8.22,1.8,9.27
P01509,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,1,419.6,2487.0,10.3,8.0,2.6,9.28
P01510,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,2,419.6,2487.0,8.4,8.47,2.8,9.03
P01511,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,3,419.6,2487.0,10.3,7.47,6.4,9.2
P01512,2025,S02,Clay Flats Station,Northern Plains,CL-Aurora 21,Programme Bravo,4,419.6,2487.0,8.9,7.84,8.0,9.74
P01513,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,1,419.6,2487.0,42.1,7.6,11.6,9.83
P01514,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,2,419.6,2487.0,36.4,7.74,17.1,9.82
P01515,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,3,419.6,2487.0,42.3,8.15,10.5,9.2
P01516,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Untreated Check,4,419.6,2487.0,40.1,7.98,5.7,10.67
P01517,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,1,419.6,2487.0,18.7,7.71,1.6,9.75
P01518,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,2,419.6,2487.0,21.4,8.07,2.8,9.73
P01519,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,3,419.6,2487.0,17.2,8.23,4.3,9.66
P01520,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Alpha,4,419.6,2487.0,23.4,7.68,2.2,10.4
P01521,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,1,419.6,2487.0,9.4,7.42,2.8,10.72
P01522,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,2,419.6,2487.0,8.9,8.42,4.7,10.06
P01523,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,3,419.6,2487.0,8.5,8.1,1.7,10.64
P01524,2025,S02,Clay Flats Station,Northern Plains,CL-Beacon 44,Programme Bravo,4,419.6,2487.0,9.1,8.05,1.0,10.45
P01525,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,1,419.6,2487.0,33.0,7.43,3.1,8.18
P01526,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,2,419.6,2487.0,48.8,7.28,8.4,8.06
P01527,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,3,419.6,2487.0,54.7,7.73,5.6,8.15
P01528,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Untreated Check,4,419.6,2487.0,50.7,7.59,6.5,7.4
P01529,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,1,419.6,2487.0,19.1,7.68,3.3,8.43
P01530,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,2,419.6,2487.0,19.0,7.76,6.1,8.24
P01531,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,3,419.6,2487.0,15.9,8.06,4.7,9.21
P01532,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Alpha,4,419.6,2487.0,21.6,8.7,3.1,9.05
P01533,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,1,419.6,2487.0,10.2,7.1,5.3,9.2
P01534,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,2,419.6,2487.0,8.7,7.95,1.9,7.86
P01535,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,3,419.6,2487.0,8.0,7.66,8.7,8.99
P01536,2025,S02,Clay Flats Station,Northern Plains,CL-Cinder 07,Programme Bravo,4,419.6,2487.0,10.0,7.83,3.3,8.4
P01537,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,1,419.6,2487.0,47.4,7.62,3.1,8.68
P01538,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,2,419.6,2487.0,42.3,7.71,4.3,8.5
P01539,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,3,419.6,2487.0,48.6,8.18,4.5,10.4
P01540,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Untreated Check,4,419.6,2487.0,45.1,7.73,4.6,9.94
P01541,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,1,419.6,2487.0,17.2,7.59,2.6,10.24
P01542,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,2,419.6,2487.0,24.5,7.81,3.6,8.96
P01543,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,3,419.6,2487.0,22.2,8.45,6.0,8.98
P01544,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Alpha,4,419.6,2487.0,24.3,7.75,2.3,9.36
P01545,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,1,419.6,2487.0,7.9,8.04,1.7,10.43
P01546,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,2,419.6,2487.0,9.8,8.5,2.9,11.25
P01547,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,3,419.6,2487.0,8.8,8.06,2.8,10.1
P01548,2025,S02,Clay Flats Station,Northern Plains,CL-Delta 12,Programme Bravo,4,419.6,2487.0,10.0,7.92,2.5,9.46
P01549,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,1,419.6,2487.0,53.4,7.51,5.0,9.07
P01550,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,2,419.6,2487.0,45.4,8.78,2.6,9.54
P01551,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,3,419.6,2487.0,43.8,7.94,6.3,9.92
P01552,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Untreated Check,4,419.6,2487.0,47.2,8.04,4.9,9.82
P01553,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,1,419.6,2487.0,21.5,7.9,5.1,10.8
P01554,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,2,419.6,2487.0,21.4,7.51,3.8,10.27
P01555,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,3,419.6,2487.0,21.2,7.32,1.1,10.68
P01556,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Alpha,4,419.6,2487.0,22.3,7.74,3.2,10.59
P01557,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,1,419.6,2487.0,8.4,7.83,1.6,10.69
P01558,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,2,419.6,2487.0,9.0,8.29,2.7,11.29
P01559,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,3,419.6,2487.0,10.2,8.44,5.2,10.03
P01560,2025,S02,Clay Flats Station,Northern Plains,CL-Ember 33,Programme Bravo,4,419.6,2487.0,9.4,7.91,2.3,10.73
P01561,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,1,518.8,2480.0,36.9,8.12,2.6,10.32
P01562,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,2,518.8,2480.0,30.4,7.53,5.0,10.71
P01563,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,3,518.8,2480.0,29.5,7.84,2.7,10.43
P01564,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Untreated Check,4,518.8,2480.0,29.1,7.39,2.0,9.82
P01565,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,1,518.8,2480.0,12.4,8.26,5.4,9.78
P01566,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,2,518.8,2480.0,15.1,8.04,4.7,10.53
P01567,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,3,518.8,2480.0,17.3,8.33,4.2,9.72
P01568,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Alpha,4,518.8,2480.0,17.0,7.76,3.1,10.97
P01569,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,1,518.8,2480.0,5.5,7.87,2.8,10.69
P01570,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,2,518.8,2480.0,5.4,7.89,4.8,10.36
P01571,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,3,518.8,2480.0,5.9,7.9,1.2,10.53
P01572,2025,S03,River Bend Station,Central Valley,CL-Aurora 21,Programme Bravo,4,518.8,2480.0,7.0,7.96,0.8,10.5
P01573,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,1,518.8,2480.0,32.2,8.41,3.4,10.53
P01574,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,2,518.8,2480.0,30.2,7.89,6.1,10.12
P01575,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,3,518.8,2480.0,32.8,7.96,10.3,11.57
P01576,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Untreated Check,4,518.8,2480.0,28.0,7.9,3.6,11.02
P01577,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,1,518.8,2480.0,15.7,7.9,2.3,11.47
P01578,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,2,518.8,2480.0,12.4,7.96,2.2,10.75
P01579,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,3,518.8,2480.0,14.7,7.91,2.8,10.75
P01580,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Alpha,4,518.8,2480.0,14.4,7.74,4.6,10.62
P01581,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,1,518.8,2480.0,5.3,7.25,3.4,12.08
P01582,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,2,518.8,2480.0,7.8,7.85,2.9,10.68
P01583,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,3,518.8,2480.0,7.0,7.65,3.1,11.03
P01584,2025,S03,River Bend Station,Central Valley,CL-Beacon 44,Programme Bravo,4,518.8,2480.0,6.6,8.31,2.3,11.66
P01585,2025,S03,River Bend Station,Central Valley,CL-Cinder 07,Untreated Check,1,518.8,2480.0,34.3,8.34,4.7,9.03
